material Group_Number_difference Pauling_EN Gordy_EN Mulliken_EN Mulliken_Mean_EN Pauling_Mean_EN Gordy_Mean_EN Sum_of_Valence_e- Atomic_number_sum Atomic_radius_sum Covalent_radius_sum Covalent_radius_ratio 2xcovalent_radius_difference Crystal_radius_sum Crystal_radius_ratio 2xcrystal_radius_difference Period_number_difference Quantum_number_sum Quantum_number_difference Martynov-Batsanov_EN Allred-Rochow_EN Martynov-Batsanov_Mean_EN Allred-Rochow_Mean_EN Martynov_Ionic_Character Atomic_radius_ratio Zungerradius_sum_ratio 2xZunger_radius_sum_difference Ionic_radius_ratio 2xionic_radius_difference Group_number_sum Family_number_sum
TiOs_group1 4 0.66 4.0976 1.45 4.175 1.87 5.1847 12 98 2.7 2.58 0.954545455 0.12 1.52 0.974025974 0.04 2 4 0 0.01 0.27 1.855 1.515 2.5e-05 0.9285714290000001 0.9735849059999999 0.14 0.9285714290000001 0.2 12 7
TiRe_group1 3 0.36 3.8681 0.57 3.735 1.72 5.06995 11 97 2.75 2.6 0.96969697 0.08 1.52 0.974025974 0.04 2 4 0 0.2 0.22 1.96 1.49 0.009950166 0.9642857140000001 0.962686567 0.2 0.9642857140000001 0.1 11 7
MnPd_group1 3 0.65 0.4443 0.73 4.085 1.875 3.56585 17 71 2.8 2.45 0.9140625 0.22 1.59 0.962962963 0.06 1 4 0 0.04 0.16 2.06 1.67 0.00039992 1.0 0.906122449 0.46 1.0 0.0 17 7
ClTl_group1 4 1.54 2.1828 5.1 5.75 2.39 5.7532 10 98 2.9 2.47 0.668918919 0.98 2.7 0.616766467 1.28 3 2 0 1.29 1.08 2.335 2.329 0.340336221 0.526315789 0.45190156600000003 2.45 0.526315789 1.8 30 13
RhIn_group1 4 0.5 0.5075 1.2 3.7 2.03 3.97995 12 94 2.9 2.69 0.868055556 0.38 1.75 0.861702128 0.26 0 3 1 0.36 0.096 1.81 1.608 0.031880742999999996 0.870967742 0.813492063 0.94 0.870967742 0.4 22 9
RhGd_group1 6 1.08 1.3880000000000001 1.2 3.7 1.74 4.4202 12 109 3.15 2.86 0.776397516 0.72 1.89 0.75 0.54 1 5 1 0.89 0.47 1.545 1.325 0.17965065600000002 0.75 0.644501279 2.78 0.75 0.9 12 7
GdTl_group1 10 0.42 0.4524 0.1 3.15 1.41 4.888 6 145 3.7 3.09 0.919254658 0.26 2.11 0.953703704 0.1 0 4 2 0.59 0.6990000000000001 1.395 1.4395 0.083345821 0.947368421 0.5716112529999999 3.35 0.947368421 0.2 16 8
GdHg_group1 9 0.8 3.1327 1.81 4.005 1.6 6.68055 15 144 3.3 3.1 0.925465839 0.24 1.91 0.768518519 0.5 0 5 1 0.39 0.67 1.295 1.425 0.037311127 0.833333333 0.616368286 3.0 0.833333333 0.6 15 7
GdAu_group1 8 1.34 2.8649 2.67 4.435 1.87 6.54665 14 143 3.15 2.95 0.832298137 0.54 2.59 0.715231788 0.86 0 5 1 0.09 0.83 1.145 1.505 0.0020229510000000003 0.75 0.680306905 2.5 0.75 0.9 14 7
EuTl_group1 10 1.62 0.3383 0.1 3.15 0.81 4.83095 6 144 3.75 3.33 0.8 0.74 2.34 0.786259542 0.56 0 4 2 0.54 0.6990000000000001 1.42 1.4395 0.070306205 0.9736842109999999 0.5672588829999999 3.41 0.9736842109999999 0.1 16 8
EuHg_group1 9 2.0 3.2468 1.81 4.005 1.0 6.6235 15 143 3.35 3.34 0.805405405 0.72 2.14 0.633587786 0.96 0 5 1 0.34 0.67 1.32 1.425 0.028486388999999997 0.810810811 0.611675127 3.06 0.810810811 0.7 15 7
SmTl_group1 10 0.45 0.2337 0.1 3.15 1.395 4.77865 6 143 3.75 3.1 0.9135802470000001 0.28 2.13 0.9363636359999999 0.14 0 4 2 0.49 0.6990000000000001 1.445 1.4395 0.05825901 0.9736842109999999 0.539855072 3.81 0.9736842109999999 0.1 16 8
SmAu_group1 8 1.37 3.0836 2.67 4.435 1.855 6.4373 14 141 3.2 2.96 0.827160494 0.56 2.61 0.7284768209999999 0.82 0 5 1 0.01 0.83 1.195 1.505 2.5e-05 0.72972973 0.642512077 2.96 0.72972973 1.0 14 7
NdTl_group1 10 0.48 0.0534 0.1 3.15 1.38 4.6885 6 141 3.75 3.32 0.804347826 0.72 2.33 0.7923076920000001 0.54 0 4 2 0.49 0.6990000000000001 1.445 1.4395 0.05825901 0.9736842109999999 0.5601503760000001 3.51 0.9736842109999999 0.1 16 8
NdHg_group1 9 0.86 3.5317 1.81 4.005 1.57 6.48105 15 140 3.35 3.33 0.8097826090000001 0.7 2.13 0.6384615379999999 0.94 0 5 1 0.29 0.67 1.345 1.425 0.020805516 0.810810811 0.604010025 3.16 0.810810811 0.7 15 7
NdAu_group1 8 1.4 3.2639 2.67 4.435 1.84 6.34715 14 139 3.2 3.18 0.72826087 1.0 2.81 0.860927152 0.42 0 5 1 0.01 0.83 1.195 1.505 2.5e-05 0.72972973 0.666666667 2.66 0.72972973 1.0 14 7
TbAu_group1 8 1.34 2.7411 2.67 4.435 1.87 6.60855 14 144 3.1 2.93 0.8427672959999999 0.5 2.69 0.781456954 0.66 0 5 1 0.01 0.83 1.195 1.505 2.5e-05 0.771428571 0.683804627 2.46 0.771428571 0.8 14 7
PrTl_group1 10 0.49 0.0223 0.1 3.15 1.375 4.65065 6 140 3.75 3.13 0.8969696970000001 0.34 2.35 0.78030303 0.58 0 4 2 0.59 0.6990000000000001 1.395 1.4395 0.083345821 0.9736842109999999 0.498883929 4.49 0.9736842109999999 0.1 16 8
PrAu_group1 8 1.41 3.3396 2.67 4.435 1.835 6.3093 14 138 3.2 2.99 0.812121212 0.62 2.83 0.874172185 0.38 0 5 1 0.09 0.83 1.145 1.505 0.0020229510000000003 0.72972973 0.59375 3.64 0.72972973 1.0 14 7
CeTl_group1 10 0.5 0.0884 0.1 3.15 1.37 4.6176 6 139 3.75 3.13 0.8969696970000001 0.34 2.18 0.8956521740000001 0.24 0 4 2 0.59 0.6990000000000001 1.395 1.4395 0.083345821 0.9736842109999999 0.496666667 4.53 0.9736842109999999 0.1 16 8
CeHg_group1 9 0.88 3.6735 1.81 4.005 1.56 6.41015 15 138 3.35 3.14 0.903030303 0.32 1.98 0.72173913 0.64 0 5 1 0.39 0.67 1.295 1.425 0.037311127 0.810810811 0.535555556 4.18 0.810810811 0.7 15 7
LaTl_group1 10 0.52 0.145 0.1 3.15 1.36 4.5893 6 138 3.85 3.17 0.875739645 0.42 2.39 0.757352941 0.66 0 3 1 0.34 0.6990000000000001 1.52 1.4395 0.028486388999999997 0.974358974 0.7256493509999999 1.69 0.974358974 0.1 16 8
LaHg_group1 9 0.9 3.7301 1.81 4.005 1.55 6.38185 15 137 3.45 3.18 0.881656805 0.4 2.19 0.610294118 1.06 0 4 0 0.14 0.67 1.42 1.425 0.004888015 0.7692307690000001 0.7824675320000001 1.34 0.7692307690000001 0.9 15 7
BaHg_group1 10 1.11 3.7769999999999997 2.51 3.655 1.445 6.3584 14 136 3.65 3.47 0.752525253 0.98 2.32 0.55704698 1.32 0 2 2 0.41 0.879 1.285 1.3205 0.041154191 0.697674419 0.70840682 1.984 0.697674419 1.3 14 6
CsAu_group1 10 1.75 3.5465 3.59 3.975 1.665 6.20585 12 134 3.95 3.69 0.570212766 2.02 3.32 0.8342541440000001 0.6 0 2 2 0.42 1.261 0.98 1.2895 0.043141733 0.519230769 0.6171693739999999 3.3 0.519230769 2.5 12 5
ICs_group1 16 1.87 1.4993 4.58 4.47 1.725 5.18225 8 108 4.0 3.68 0.5659574470000001 2.04 3.87 0.878640777 0.5 1 1 1 1.99 1.7 1.765 1.5090000000000001 0.628432598 0.538461538 0.36774942 5.45 0.538461538 2.4 18 9
SbTl_group1 2 0.43 0.3335 1.65 4.025 1.835 4.82855 8 132 3.35 2.88 0.9459459459999999 0.16 1.93 0.873786408 0.26 1 2 0 0.45 0.195 1.915 1.8865 0.049364908 0.763157895 0.789709172 0.94 0.763157895 0.9 28 11
InYb_group1 10 0.68 1.7672 0.0 3.1 1.44 5.1173 6 119 3.3 3.0 0.923076923 0.24 2.07 0.831858407 0.38 1 4 2 0.53 0.5660000000000001 1.365 1.3730000000000002 0.067815945 0.8857142859999999 0.571030641 3.08 0.8857142859999999 0.4 16 8
PrHg_group1 9 0.87 3.6074 1.81 4.005 1.565 6.4432 15 139 3.35 3.14 0.903030303 0.32 2.15 0.628787879 0.98 0 5 1 0.39 0.67 1.295 1.425 0.037311127 0.810810811 0.537946429 4.14 0.810810811 0.7 15 7
InTm_group1 10 0.53 1.5954 0.0 3.1 1.515 5.0314 6 118 3.3 3.0 0.923076923 0.24 1.96 0.9215686270000001 0.16 1 4 2 0.43 0.5660000000000001 1.415 1.3730000000000002 0.045172897999999996 0.8857142859999999 0.5694444439999999 3.1 0.8857142859999999 0.4 16 8
TbHg_group1 9 0.8 3.0089 1.81 4.005 1.6 6.74245 15 145 3.25 3.08 0.937106918 0.2 2.01 0.703389831 0.7 0 5 1 0.29 0.67 1.345 1.425 0.020805516 0.857142857 0.619537275 2.96 0.857142857 0.5 15 7
DyAu_group1 8 1.32 2.6077 2.67 4.435 1.88 6.67525 14 145 3.1 2.93 0.8427672959999999 0.5 2.56 0.695364238 0.92 0 5 1 0.04 0.83 1.17 1.505 0.00039992 0.771428571 0.72479564 2.02 0.771428571 0.8 14 7
HfOs_group1 4 0.9 0.8631 1.1 4.35 1.75 6.80195 12 148 2.85 2.7 0.875 0.36 1.62 0.905882353 0.16 0 4 0 0.12 0.49 1.79 1.405 0.003593528 0.838709677 0.910652921 0.52 0.838709677 0.5 12 8
LuHg_group1 9 0.73 2.0645 1.81 4.005 1.635 7.21465 15 151 3.25 3.05 0.955128205 0.14 1.83 0.83 0.34 0 4 0 0.29 0.67 1.345 1.425 0.020805516 0.857142857 0.715133531 1.92 0.857142857 0.5 15 7
LuAu_group1 8 1.27 1.7967 2.67 4.435 1.905 7.08075 14 150 3.1 2.9 0.8589743590000001 0.44 2.51 0.662251656 1.02 0 4 0 0.01 0.83 1.195 1.505 2.5e-05 0.771428571 0.789317507 1.42 0.771428571 0.8 14 7
LuIr_group1 6 0.93 1.2521 2.3 4.25 1.735 6.80845 12 148 3.1 2.83 0.814102564 0.58 1.77 0.77 0.46 0 4 0 0.67 0.59 1.535 1.385 0.10615688 0.771428571 0.779821958 1.484 0.771428571 0.8 12 7
YbTl_group1 10 0.52 1.3391 0.1 3.15 1.36 5.33135 6 151 3.65 3.04 0.9487179490000001 0.16 2.16 0.911504425 0.2 0 4 2 0.59 0.6990000000000001 1.395 1.4395 0.083345821 0.921052632 0.622562674 2.71 0.921052632 0.3 16 8
YbHg_group1 9 0.9 2.246 1.81 4.005 1.55 7.1239 15 150 3.25 3.05 0.955128205 0.14 1.96 0.7345132740000001 0.6 0 5 1 0.39 0.67 1.295 1.425 0.037311127 0.857142857 0.671309192 2.36 0.857142857 0.5 15 7
YbAu_group1 8 1.44 1.9782 2.67 4.435 1.82 6.99 14 149 3.1 2.9 0.8589743590000001 0.44 2.64 0.748344371 0.76 0 5 1 0.09 0.83 1.145 1.505 0.0020229510000000003 0.771428571 0.740947075 1.86 0.771428571 0.8 14 7
YbIr_group1 6 1.1 1.4336 2.3 4.25 1.65 6.7177 12 147 3.1 2.83 0.814102564 0.58 1.9 0.681415929 0.72 0 5 1 0.77 0.59 1.485 1.385 0.13776291 0.771428571 0.732033426 1.9240000000000002 0.771428571 0.8 12 7
TmTl_group1 10 0.37 1.1673 0.1 3.15 1.435 5.24545 6 150 3.65 3.04 0.9487179490000001 0.16 2.05 0.9902912620000001 0.02 0 4 2 0.49 0.6990000000000001 1.445 1.4395 0.05825901 0.921052632 0.620833333 2.73 0.921052632 0.3 16 8
TmHg_group1 9 0.75 2.4178 1.81 4.005 1.625 7.037999999999999 15 149 3.25 3.05 0.955128205 0.14 1.85 0.81372549 0.38 0 5 1 0.29 0.67 1.345 1.425 0.020805516 0.857142857 0.669444444 2.38 0.857142857 0.5 15 7
TbTl_group1 10 0.42 0.5762 0.1 3.15 1.41 4.9499 6 146 3.65 3.07 0.93081761 0.22 2.21 0.8728813559999999 0.3 0 4 2 0.49 0.6990000000000001 1.445 1.4395 0.05825901 0.921052632 0.574550129 3.31 0.921052632 0.3 16 8
TmAu_group1 8 1.29 2.15 2.67 4.435 1.895 6.9041 14 148 3.1 2.9 0.8589743590000001 0.44 2.53 0.675496689 0.98 0 5 1 0.01 0.83 1.195 1.505 2.5e-05 0.771428571 0.738888889 1.88 0.771428571 0.8 14 7
ErTl_group1 10 0.38 1.0051 0.1 3.15 1.43 5.16435 6 149 3.65 3.05 0.9426751590000001 0.18 2.06 1.0 0.0 0 4 2 0.49 0.6990000000000001 1.445 1.4395 0.05825901 0.921052632 0.615702479 2.79 0.921052632 0.3 16 8
ErHg_group1 9 0.76 2.58 1.81 4.005 1.62 6.9569 15 148 3.25 3.06 0.949044586 0.16 1.86 0.805825243 0.4 0 5 1 0.29 0.67 1.345 1.425 0.020805516 0.857142857 0.663911846 2.44 0.857142857 0.5 15 7
ErAu_group1 8 1.3 2.3122 2.67 4.435 1.89 6.8229999999999995 14 147 3.1 2.91 0.853503185 0.46 2.54 0.682119205 0.96 0 5 1 0.01 0.83 1.195 1.505 2.5e-05 0.771428571 0.732782369 1.94 0.771428571 0.8 14 7
ErIr_group1 6 0.96 1.7676 2.3 4.25 1.72 6.5507 12 145 3.1 2.84 0.808917197 0.6 1.8 0.7475728159999999 0.52 0 5 1 0.67 0.59 1.535 1.385 0.10615688 0.771428571 0.723966942 2.004 0.771428571 0.8 12 7
HoTl_group1 10 0.39 0.8525 0.1 3.15 1.425 5.08805 6 148 3.65 3.06 0.936708861 0.2 2.07 0.990384615 0.02 0 4 2 0.49 0.6990000000000001 1.445 1.4395 0.05825901 0.921052632 0.612328767 2.83 0.921052632 0.3 16 8
HoHg_group1 9 0.77 2.7326 1.81 4.005 1.615 6.8806 15 147 3.25 3.07 0.943037975 0.18 1.87 0.798076923 0.42 0 5 1 0.29 0.67 1.345 1.425 0.020805516 0.857142857 0.660273973 2.48 0.857142857 0.5 15 7
HoAu_group1 8 1.31 2.4648 2.67 4.435 1.885 6.7467 14 146 3.1 2.92 0.8481012659999999 0.48 2.55 0.6887417220000001 0.94 0 5 1 0.01 0.83 1.195 1.505 2.5e-05 0.771428571 0.728767123 1.98 0.771428571 0.8 14 7
HoIr_group1 6 0.97 1.9202 2.3 4.25 1.715 6.4744 12 144 3.1 2.85 0.803797468 0.62 1.81 0.740384615 0.54 0 5 1 0.67 0.59 1.535 1.385 0.10615688 0.771428571 0.72 2.044 0.771428571 0.8 12 7
DyTl_group1 10 0.4 0.7096 0.1 3.15 1.42 5.0166 6 147 3.65 3.07 0.93081761 0.22 2.08 0.9809523809999999 0.04 0 4 2 0.54 0.6990000000000001 1.42 1.4395 0.070306205 0.921052632 0.608991826 2.87 0.921052632 0.3 16 8
DyHg_group1 9 0.78 2.8755 1.81 4.005 1.61 6.80915 15 146 3.25 3.08 0.937106918 0.2 1.88 0.79047619 0.44 0 5 1 0.34 0.67 1.32 1.425 0.028486388999999997 0.857142857 0.656675749 2.52 0.857142857 0.5 15 7
TmIr_group1 6 0.95 1.6054 2.3 4.25 1.725 6.6318 12 146 3.1 2.83 0.814102564 0.58 1.79 0.754901961 0.5 0 5 1 0.67 0.59 1.535 1.385 0.10615688 0.771428571 0.73 1.944 0.771428571 0.8 12 7
RhSm_group1 6 1.11 1.1693 1.2 3.7 1.725 4.31085 12 107 3.2 2.87 0.771604938 0.74 1.91 0.736363636 0.58 1 5 1 0.79 0.47 1.595 1.325 0.144462198 0.72972973 0.608695652 3.24 0.72972973 1.0 12 7
InEr_group1 10 0.54 1.4332 0.0 3.1 1.51 4.9503 6 117 3.3 3.01 0.917197452 0.26 1.97 0.9126213590000001 0.18 1 4 2 0.43 0.5660000000000001 1.415 1.3730000000000002 0.045172897999999996 0.8857142859999999 0.564738292 3.16 0.8857142859999999 0.4 16 8
InGd_group1 10 0.58 0.8805 0.0 3.1 1.49 4.67395 6 113 3.35 3.05 0.894409938 0.34 2.02 0.87037037 0.28 1 4 2 0.53 0.5660000000000001 1.365 1.3730000000000002 0.067815945 0.8611111109999999 0.524296675 3.72 0.8611111109999999 0.5 16 8
AgGd_group1 8 0.73 1.262 1.34 3.77 1.565 4.4832 14 111 3.4 2.95 0.832298137 0.54 2.37 0.837209302 0.42 1 3 3 0.03 0.78 1.085 1.48 0.000224975 0.8888888890000001 0.60741688 3.07 0.8888888890000001 0.4 14 7
AgSm_group1 8 0.76 1.0433 1.34 3.77 1.55 4.37385 14 109 3.45 2.96 0.827160494 0.56 2.39 0.852713178 0.38 1 3 3 0.13 0.78 1.135 1.48 0.004216087 0.864864865 0.573671498 3.53 0.864864865 0.5 14 7
AgNd_group1 8 0.79 0.863 1.34 3.77 1.535 4.2837 14 107 3.45 3.18 0.72826087 1.0 2.59 0.992307692 0.02 1 3 3 0.13 0.78 1.135 1.48 0.004216087 0.864864865 0.595238095 3.23 0.864864865 0.5 14 7
AgPr_group1 8 0.8 0.7873 1.34 3.77 1.53 4.24585 14 106 3.45 2.99 0.812121212 0.62 2.61 0.977272727 0.06 1 3 3 0.03 0.78 1.085 1.48 0.000224975 0.864864865 0.530133929 4.21 0.864864865 0.5 14 7
AgCe_group1 8 0.81 0.7212 1.34 3.77 1.525 4.2128 14 105 3.45 2.99 0.812121212 0.62 2.44 0.8914728679999999 0.28 1 3 3 0.03 0.78 1.085 1.48 0.000224975 0.864864865 0.5277777779999999 4.25 0.864864865 0.5 14 7
AgLa_group1 8 0.83 0.6646 1.34 3.77 1.515 4.1845 14 104 3.55 3.03 0.7928994079999999 0.7 2.65 0.9485294120000001 0.14 1 2 2 0.28 0.78 1.21 1.48 0.019409169 0.8205128209999999 0.771103896 1.41 0.8205128209999999 0.7 14 7
AgCd_group1 1 0.24 0.0665 0.11 4.385 1.81 3.88545 23 95 3.15 2.82 0.905405405 0.28 2.21 0.713178295 0.74 0 0 0 0.33 0.35 1.235 1.695 0.02685774 0.96875 0.932631579 0.32 0.96875 0.1 23 8
PdLu_group1 7 0.93 2.3944 1.35 3.775 1.735 4.9852 13 117 3.15 2.84 0.8205128209999999 0.56 1.78 0.78 0.44 1 4 0 0.88 0.5 1.64 1.34 0.17601256699999998 0.8 0.727002967 1.84 0.8 0.7 13 7
PdYb_group1 7 1.1 2.2129 1.35 3.775 1.65 4.89445 13 116 3.15 2.84 0.8205128209999999 0.56 1.91 0.690265487 0.7 1 5 1 0.98 0.5 1.59 1.34 0.213450798 0.8 0.682451253 2.28 0.8 0.7 13 7
PdTm_group1 7 0.95 2.0411 1.35 3.775 1.725 4.80855 13 115 3.15 2.84 0.8205128209999999 0.56 1.8 0.764705882 0.48 1 5 1 0.88 0.5 1.64 1.34 0.17601256699999998 0.8 0.680555556 2.3 0.8 0.7 13 7
AgTb_group1 8 0.73 1.3858 1.34 3.77 1.565 4.5451 14 112 3.35 2.93 0.8427672959999999 0.5 2.47 0.914728682 0.22 1 3 3 0.13 0.78 1.135 1.48 0.004216087 0.914285714 0.610539846 3.03 0.914285714 0.3 14 7
PdEr_group1 7 0.96 1.8789 1.35 3.775 1.72 4.72745 13 114 3.15 2.85 0.8152866240000001 0.58 1.81 0.757281553 0.5 1 5 1 0.88 0.5 1.64 1.34 0.17601256699999998 0.8 0.6749311290000001 2.36 0.8 0.7 13 7
PdDy_group1 7 0.98 1.5834 1.35 3.775 1.71 4.5797 13 112 3.15 2.87 0.8050314470000001 0.62 1.83 0.7428571429999999 0.54 1 5 1 0.93 0.5 1.615 1.34 0.194445968 0.8 0.6675749320000001 2.44 0.8 0.7 13 7
PdIn_group1 3 0.42 0.4457 1.35 3.775 1.99 4.01085 13 95 2.95 2.72 0.8888888890000001 0.32 1.72 0.8297872340000001 0.32 0 3 1 0.45 0.066 1.855 1.6230000000000002 0.049364908 0.9032258059999999 0.8367346940000001 0.8 0.9032258059999999 0.3 23 9
RhHf_group1 5 0.98 2.6442 0.5 4.05 1.79 5.0483 13 117 2.9 2.69 0.868055556 0.38 1.66 0.952941176 0.08 1 4 0 0.26 0.4 1.86 1.36 0.016757996 0.870967742 0.8659793809999999 0.78 0.870967742 0.4 13 8
RhLu_group1 6 1.01 2.4562 1.2 3.7 1.775 4.9543 12 116 3.1 2.81 0.8012820509999999 0.62 1.81 0.81 0.38 1 4 0 0.79 0.47 1.595 1.325 0.144462198 0.771428571 0.747774481 1.7 0.771428571 0.8 12 7
RhYb_group1 6 1.18 2.2747 1.2 3.7 1.69 4.86355 12 115 3.1 2.81 0.8012820509999999 0.62 1.94 0.716814159 0.64 1 5 1 0.89 0.47 1.545 1.325 0.17965065600000002 0.771428571 0.7019498609999999 2.14 0.771428571 0.8 12 7
RhTm_group1 6 1.03 2.1029 1.2 3.7 1.765 4.77765 12 114 3.1 2.81 0.8012820509999999 0.62 1.83 0.794117647 0.42 1 5 1 0.79 0.47 1.595 1.325 0.144462198 0.771428571 0.7 2.16 0.771428571 0.8 12 7
RhEr_group1 6 1.04 1.9407 1.2 3.7 1.76 4.69655 12 113 3.1 2.82 0.7961783440000001 0.64 1.84 0.786407767 0.44 1 5 1 0.79 0.47 1.595 1.325 0.144462198 0.771428571 0.694214876 2.22 0.771428571 0.8 12 7
RhHo_group1 6 1.05 1.7881 1.2 3.7 1.755 4.62025 12 112 3.1 2.83 0.791139241 0.66 1.85 0.778846154 0.46 1 5 1 0.79 0.47 1.595 1.325 0.144462198 0.771428571 0.690410959 2.26 0.771428571 0.8 12 7
RhDy_group1 6 1.06 1.6452 1.2 3.7 1.75 4.5488 12 111 3.1 2.84 0.7861635220000001 0.68 1.86 0.771428571 0.48 1 5 1 0.84 0.47 1.57 1.325 0.16171739699999998 0.771428571 0.686648501 2.3 0.771428571 0.8 12 7
RhTb_group1 6 1.08 1.5118 1.2 3.7 1.74 4.4821 12 110 3.1 2.84 0.7861635220000001 0.68 1.99 0.686440678 0.74 1 5 1 0.79 0.47 1.595 1.325 0.144462198 0.771428571 0.64781491 2.74 0.771428571 0.8 12 7
PdHo_group1 7 0.97 1.7263 1.35 3.775 1.715 4.65115 13 113 3.15 2.86 0.810126582 0.6 1.82 0.75 0.52 1 5 1 0.88 0.5 1.64 1.34 0.17601256699999998 0.8 0.671232877 2.4 0.8 0.7 13 7
InDy_group1 10 0.56 1.1377 0.0 3.1 1.5 4.80255 6 115 3.3 3.03 0.905660377 0.3 1.99 0.895238095 0.22 1 4 2 0.48 0.5660000000000001 1.39 1.3730000000000002 0.055972517 0.8857142859999999 0.558583106 3.24 0.8857142859999999 0.4 16 8
AgDy_group1 8 0.71 1.5192 1.34 3.77 1.575 4.6118 14 113 3.35 2.93 0.8427672959999999 0.5 2.34 0.813953488 0.48 1 3 3 0.08 0.78 1.11 1.48 0.001598721 0.914285714 0.647138965 2.59 0.914285714 0.3 14 7
AgEr_group1 8 0.69 1.8147 1.34 3.77 1.585 4.75955 14 115 3.35 2.91 0.853503185 0.46 2.32 0.798449612 0.52 1 3 3 0.13 0.78 1.135 1.48 0.004216087 0.914285714 0.654269972 2.51 0.914285714 0.3 14 7
InSm_group1 10 0.61 0.6618 0.0 3.1 1.475 4.5646 6 111 3.4 3.06 0.8888888890000001 0.36 2.04 0.854545455 0.32 1 4 2 0.43 0.5660000000000001 1.415 1.3730000000000002 0.045172897999999996 0.837837838 0.49516908200000004 4.18 0.837837838 0.6 16 8
InNd_group1 10 0.64 0.4815 0.0 3.1 1.46 4.47445 6 109 3.4 3.28 0.7826086959999999 0.8 2.24 0.7230769229999999 0.72 1 4 2 0.43 0.5660000000000001 1.415 1.3730000000000002 0.045172897999999996 0.837837838 0.513784461 3.88 0.837837838 0.6 16 8
InPr_group1 10 0.65 0.4058 0.0 3.1 1.455 4.4366 6 108 3.4 3.09 0.872727273 0.42 2.26 0.712121212 0.76 1 4 2 0.53 0.5660000000000001 1.365 1.3730000000000002 0.067815945 0.837837838 0.45758928600000004 4.86 0.837837838 0.6 16 8
InLa_group1 10 0.68 0.2831 0.0 3.1 1.44 4.37525 6 106 3.5 3.13 0.852071006 0.5 2.3 0.6911764709999999 0.84 1 3 1 0.28 0.5660000000000001 1.49 1.3730000000000002 0.019409169 0.794871795 0.6655844160000001 2.06 0.794871795 0.8 16 8
CdAu_group1 1 0.85 4.0604 1.44 5.05 2.115 5.9489 23 127 2.9 2.82 0.905405405 0.28 2.43 0.609271523 1.18 1 2 2 0.21 0.4 1.295 1.72 0.010964446999999999 0.870967742 0.832706767 0.89 0.870967742 0.4 23 8
CdLu_group1 9 0.42 2.2637 1.23 3.715 1.48 5.05055 15 119 3.3 3.04 0.9487179490000001 0.16 1.92 0.92 0.16 1 2 2 0.2 0.43 1.3 1.305 0.009950166 0.8857142859999999 0.65727003 2.31 0.8857142859999999 0.4 15 7
CdYb_group1 9 0.59 2.0822 1.23 3.715 1.395 4.9598 15 118 3.3 3.04 0.9487179490000001 0.16 2.05 0.814159292 0.42 1 3 3 0.3 0.43 1.25 1.305 0.022248762999999998 0.8857142859999999 0.616991643 2.75 0.8857142859999999 0.4 15 7
CdTm_group1 9 0.44 1.9104 1.23 3.715 1.47 4.8739 15 117 3.3 3.04 0.9487179490000001 0.16 1.94 0.901960784 0.2 1 3 3 0.2 0.43 1.3 1.305 0.009950166 0.8857142859999999 0.6152777779999999 2.77 0.8857142859999999 0.4 15 7
CdEr_group1 9 0.45 1.7482 1.23 3.715 1.465 4.7928 15 116 3.3 3.05 0.9426751590000001 0.18 1.95 0.893203883 0.22 1 3 3 0.2 0.43 1.3 1.305 0.009950166 0.8857142859999999 0.610192837 2.83 0.8857142859999999 0.4 15 7
CdHo_group1 9 0.46 1.5956 1.23 3.715 1.46 4.7165 15 115 3.3 3.06 0.936708861 0.2 1.96 0.884615385 0.24 1 3 3 0.2 0.43 1.3 1.305 0.009950166 0.8857142859999999 0.606849315 2.87 0.8857142859999999 0.4 15 7
AgHo_group1 8 0.7 1.6621 1.34 3.77 1.58 4.68325 14 114 3.35 2.92 0.8481012659999999 0.48 2.33 0.80620155 0.5 1 3 3 0.13 0.78 1.135 1.48 0.004216087 0.914285714 0.650684932 2.55 0.914285714 0.3 14 7
CdDy_group1 9 0.47 1.4527 1.23 3.715 1.455 4.64505 15 114 3.3 3.07 0.93081761 0.22 1.97 0.876190476 0.26 1 3 3 0.25 0.43 1.275 1.305 0.015503563 0.8857142859999999 0.603542234 2.91 0.8857142859999999 0.4 15 7
CdGd_group1 9 0.49 1.1955 1.23 3.715 1.445 4.51645 15 112 3.35 3.09 0.919254658 0.26 2.0 0.851851852 0.32 1 3 3 0.3 0.43 1.25 1.305 0.022248762999999998 0.8611111109999999 0.566496164 3.39 0.8611111109999999 0.5 15 7
CdEu_group1 9 1.69 1.0814 1.23 3.715 0.845 4.4594 15 111 3.4 3.33 0.8 0.74 2.23 0.7022900759999999 0.78 1 3 3 0.25 0.43 1.275 1.305 0.015503563 0.837837838 0.562182741 3.45 0.837837838 0.6 15 7
CdSm_group1 9 0.52 0.9768 1.23 3.715 1.43 4.4071 15 110 3.4 3.1 0.9135802470000001 0.28 2.02 0.836363636 0.36 1 3 3 0.2 0.43 1.3 1.305 0.009950166 0.837837838 0.535024155 3.85 0.837837838 0.6 15 7
CdNd_group1 9 0.55 0.7965 1.23 3.715 1.415 4.31695 15 108 3.4 3.32 0.804347826 0.72 2.22 0.7076923079999999 0.76 1 3 3 0.2 0.43 1.3 1.305 0.009950166 0.837837838 0.555137845 3.55 0.837837838 0.6 15 7
